EOD Date,State,Start,End,Run time
20180214,sSTG_FEED_SQL_RATG,2018/02/14 20:50:02,2018/02/14 20:50:51,0:0:49
20180214,sSTG_FEED_SQL_RWR_FXNG,2018/02/14 20:50:02,2018/02/14 20:50:54,0:0:52
20180214,sSTG_FEED_SQL_SEC_BND_TRI,2018/02/14 20:50:02,2018/02/14 20:51:05,0:1:3
20180214,sSTG_FEED_SQL_SEC_BSK,2018/02/14 20:50:02,2018/02/14 20:51:21,0:1:19
20180214,sSTG_FEED_SQL_SEC_EQ,2018/02/14 20:50:02,2018/02/14 20:51:00,0:0:58
20180214,sSTG_FEED_SQL_SEC_FUT,2018/02/14 20:50:02,2018/02/14 20:51:07,0:1:5
20180214,sSTG_FEED_SQL_SEC_MKT,2018/02/14 20:50:02,2018/02/14 20:51:13,0:1:11
20180214,sSTG_FEED_SQL_SEC_TRD,2018/02/14 20:50:02,2018/02/14 20:51:19,0:1:17
20180214,sSTG_FEED_SQL_SECURITIES,2018/02/14 20:50:02,2018/02/14 20:51:07,0:1:5
20180214,sSTG_FEED_SQL_USER,2018/02/14 20:50:02,2018/02/14 20:51:05,0:1:3
20180214,sSTG_FEED_DYN_TABLE,2018/02/14 20:53:41,2018/02/14 22:35:12,1:41:31
20180214,sSTG_FEED_DEAL,2018/02/14 20:53:41,2018/02/14 21:27:57,0:34:16
20180214,sSTG_FEED_SQL_DEAL_EXCEPT,2018/02/14 20:53:41,2018/02/14 20:55:40,0:1:59
20180214,sSTG_FEED_MV,2018/02/14 20:53:41,2018/02/14 22:29:23,1:35:42
20180214,sSTG_FEED_MV_MAIN,2018/02/14 20:53:41,2018/02/14 22:28:22,1:34:41
20180214,sSTG_FEED_PL,2018/02/14 20:53:41,2018/02/14 22:35:12,1:41:31
20180214,sSTG_FEED_PL_MAIN,2018/02/14 20:53:41,2018/02/14 22:34:41,1:41:0
20180214,sSTG_FEED_MV_OM,2018/02/14 20:53:41,2018/02/14 22:27:40,1:33:59
20180214,sSTG_FEED_TRADE,2018/02/14 20:53:41,2018/02/14 22:27:04,1:33:23
20180214,sSTG_FEED_TRADE_DYN,2018/02/14 20:53:41,2018/02/14 22:26:55,1:33:14
20180214,sSTG_FEED_PL_OM,2018/02/14 20:53:41,2018/02/14 22:28:40,1:34:59
20180214,sSTG_FEED_DT,2018/02/14 20:53:41,2018/02/14 21:39:23,0:45:42
20180214,sSTG_FEED_MV_YEST-1,2018/02/14 20:53:41,2018/02/14 22:26:42,1:33:1
20180214,sSTG_FEED_DT_YEST_DYN,2018/02/14 20:53:41,2018/02/14 21:39:06,0:45:25
20180214,sSTG_FEED_GREEKS,2018/02/14 20:53:41,2018/02/14 22:07:15,1:13:34
20180214,sSTG_FEED_PL_YEST-1,2018/02/14 20:53:41,2018/02/14 22:34:41,1:41:0
20180214,sSTG_FEED_MV_YEST,2018/02/14 20:53:41,2018/02/14 22:28:22,1:34:41
20180214,sSTG_FEED_GREEKS_DYN,2018/02/14 20:53:41,2018/02/14 22:07:12,1:13:31
20180214,sSTG_FEED_GREEKS_COM,2018/02/14 20:53:41,2018/02/14 21:53:01,0:59:20
20180214,sSTG_FEED_PL_YEST,2018/02/14 20:53:41,2018/02/14 22:32:40,1:38:59
20180214,sSTG_FEED_DYN_GREEKS_COM,2018/02/14 20:53:41,2018/02/14 21:52:57,0:59:16
20180214,sSTG_FEED_GREEKS_EQD,2018/02/14 20:53:41,2018/02/14 21:22:50,0:29:9
20180214,sSTG_FEED_CS,2018/02/14 20:53:41,2018/02/14 22:33:04,1:39:23
20180214,sSTG_FEED_CS_YEST_DYN,2018/02/14 20:53:41,2018/02/14 22:32:00,1:38:19
20180214,sSTG_FEED_SQL_DEALCDS,2018/02/14 20:55:40,2018/02/14 20:56:27,0:0:47
20180214,sSTG_FEED_SQL_DEALCOM,2018/02/14 20:56:27,2018/02/14 20:57:50,0:1:23
20180214,sSTG_FEED_SQL_DEALCRD,2018/02/14 20:57:50,2018/02/14 20:58:40,0:0:50
20180214,sSTG_FEED_SQL_DEALCURR,2018/02/14 20:58:40,2018/02/14 21:18:24,0:19:44
20180214,sSTG_FEED_SQL_DEALEQD,2018/02/14 21:18:24,2018/02/14 21:19:17,0:0:53
20180214,sSTG_FEED_SQL_DEALHDR,2018/02/14 21:19:17,2018/02/14 21:20:49,0:1:32
20180214,sSTG_FEED_SQL_DEALIRD,2018/02/14 21:20:49,2018/02/14 21:21:39,0:0:50
20180214,sSTG_FEED_SQL_DEALLB,2018/02/14 21:21:39,2018/02/14 21:22:08,0:0:29
20180214,sSTG_FEED_SQL_DEALOPT,2018/02/14 21:22:08,2018/02/14 21:22:34,0:0:26
20180214,sSTG_FEED_SQL_DEALREPO,2018/02/14 21:22:34,2018/02/14 21:23:08,0:0:34
20180214,sSTG_FEED_SQL_EVENT_LB,2018/02/14 21:23:08,2018/02/14 21:23:41,0:0:33
20180214,sSTG_FEED_SQL_LOAN,2018/02/14 21:23:41,2018/02/14 21:24:27,0:0:46
20180214,sSTG_FEED_SQL_LOAN_LEG,2018/02/14 21:24:27,2018/02/14 21:25:14,0:0:47
20180214,sSTG_FEED_SQL_MKTOP,2018/02/14 21:25:14,2018/02/14 21:26:08,0:0:54
20180214,sSTG_FEED_SQL_SEC_UND,2018/02/14 21:26:08,2018/02/14 21:26:46,0:0:38
